	Demographic ID	Demographic Name	Student Group	County Code	District Code	School Code	Grade	Percentage Standard Exceeded	Percentage Standard Met	Percentage Standard Nearly Met	Percentage Standard Not Met	Total Number of Students with Valid Scores	Life Sciences Domain Percent Below Standard	Life Sciences Domain Percent Near Standard	Life Sciences Domain Percent Above Standard	Physical Sciences Domain Percent Below Standard	Physical Sciences Domain Percent Near Standard	Physical Sciences Domain Percent Above Standard	Earth and Space Sciences Domain Percent Below Standard	Earth and Space Sciences Domain Percent Near Standard	Earth and Space Sciences Domain Percent Above Standard	County Name	District Name	School Name	Zip Code	Median
7004	90	Not a high school graduate	Parent Education	51	71464	6053425	5	0.0	3.57	64.29	32.14	28.0	64.29	32.14	3.57	75.0	25.0	0.0	57.14	42.86	0.0	Sutter	Yuba City Unified	Park Avenue Elementary	95991	921737.5
7005	90	Not a high school graduate	Parent Education	51	71464	6053425	13	0.0	3.57	64.29	32.14	28.0	64.29	32.14	3.57	75.0	25.0	0.0	57.14	42.86	0.0	Sutter	Yuba City Unified	Park Avenue Elementary	95991	921737.5
7015	90	Not a high school graduate	Parent Education	52	71498	102301	5	0.0	0.0	77.27	22.73	22.0	68.18	31.82	0.0	54.55	45.45	0.0	72.73	27.27	0.0	Tehama	Corning Union Elementary	Woodson Elementary	96021	456240.0
7016	90	Not a high school graduate	Parent Education	52	71498	102301	8	0.0	0.0	66.67	33.33	18.0	72.22	27.78	0.0	83.33	16.67	0.0	72.22	27.78	0.0	Tehama	Corning Union Elementary	Woodson Elementary	96021	456240.0
7017	90	Not a high school graduate	Parent Education	52	71498	102301	13	0.0	0.0	72.5	27.5	40.0	70.0	30.0	0.0	67.5	32.5	0.0	72.5	27.5	0.0	Tehama	Corning Union Elementary	Woodson Elementary	96021	456240.0
7018	90	Not a high school graduate	Parent Education	52	71498	6053482	5	6.25	18.75	31.25	43.75	16.0	75.0	18.75	6.25	68.75	12.5	18.75	68.75	25.0	6.25	Tehama	Corning Union Elementary	West Street Elementary	96021	456240.0
7019	90	Not a high school graduate	Parent Education	52	71498	6053482	13	6.25	18.75	31.25	43.75	16.0	75.0	18.75	6.25	68.75	12.5	18.75	68.75	25.0	6.25	Tehama	Corning Union Elementary	West Street Elementary	96021	456240.0
7020	90	Not a high school graduate	Parent Education	52	71498	6053490	5	0.0	5.88	64.71	29.41	17.0	58.82	41.18	0.0	64.71	29.41	5.88	52.94	47.06	0.0	Tehama	Corning Union Elementary	Olive View Elementary	96021	456240.0
7021	90	Not a high school graduate	Parent Education	52	71498	6053490	13	0.0	5.88	64.71	29.41	17.0	58.82	41.18	0.0	64.71	29.41	5.88	52.94	47.06	0.0	Tehama	Corning Union Elementary	Olive View Elementary	96021	456240.0
7022	90	Not a high school graduate	Parent Education	52	71498	6093546	8	11.11	3.7	59.26	25.93	27.0	48.15	51.85	0.0	66.67	22.22	11.11	66.67	22.22	11.11	Tehama	Corning Union Elementary	Maywood Middle	96021	456240.0
7023	90	Not a high school graduate	Parent Education	52	71498	6093546	13	11.11	3.7	59.26	25.93	27.0	48.15	51.85	0.0	66.67	22.22	11.11	66.67	22.22	11.11	Tehama	Corning Union Elementary	Maywood Middle	96021	456240.0
7030	90	Not a high school graduate	Parent Education	52	71506	5231709	12	5.56	11.11	44.44	38.89	36.0	61.11	38.89	0.0	69.44	27.78	2.78	61.11	30.56	8.33	Tehama	Corning Union High	Corning High	96021	456240.0
7031	90	Not a high school graduate	Parent Education	52	71506	5231709	13	5.56	11.11	44.44	38.89	36.0	61.11	38.89	0.0	69.44	27.78	2.78	61.11	30.56	8.33	Tehama	Corning Union High	Corning High	96021	456240.0
7049	91	High school graduate	Parent Education	6	61622	118729	5	0.0	11.43	42.86	45.71	35.0	68.57	28.57	2.86	57.14	42.86	0.0	60.0	40.0	0.0	Colusa	Williams Unified	Williams Upper Elementary	95987	692087.0
7050	91	High school graduate	Parent Education	6	61622	118729	13	0.0	11.43	42.86	45.71	35.0	68.57	28.57	2.86	57.14	42.86	0.0	60.0	40.0	0.0	Colusa	Williams Unified	Williams Upper Elementary	95987	692087.0
7053	91	High school graduate	Parent Education	6	61622	637504	8	0.0	6.52	47.83	45.65	46.0	63.64	36.36	0.0	72.73	27.27	0.0	68.18	31.82	0.0	Colusa	Williams Unified	Williams Junior/Senior High	95987	692087.0
7054	91	High school graduate	Parent Education	6	61622	637504	10	0.0	9.09	81.82	9.09	22.0	40.91	59.09	0.0	50.0	50.0	0.0	31.82	68.18	0.0	Colusa	Williams Unified	Williams Junior/Senior High	95987	692087.0
7055	91	High school graduate	Parent Education	6	61622	637504	12	0.0	0.0	68.75	31.25	16.0	40.0	60.0	0.0	53.33	46.67	0.0	60.0	40.0	0.0	Colusa	Williams Unified	Williams Junior/Senior High	95987	692087.0
7056	91	High school graduate	Parent Education	6	61622	637504	13	0.0	5.95	60.71	33.33	84.0	53.09	46.91	0.0	62.96	37.04	0.0	56.79	43.21	0.0	Colusa	Williams Unified	Williams Junior/Senior High	95987	692087.0
7061	91	High school graduate	Parent Education	9	61903	937805	10	0.0	9.2	67.82	22.99	87.0	55.17	41.38	3.45	77.01	21.84	1.15	63.22	34.48	2.3	El Dorado	Lake Tahoe Unified	South Tahoe High	96150	1373866.5
7062	91	High school graduate	Parent Education	9	61903	937805	12	2.22	11.11	71.11	15.56	45.0	46.67	53.33	0.0	68.89	26.67	4.44	57.78	37.78	4.44	El Dorado	Lake Tahoe Unified	South Tahoe High	96150	1373866.5
7063	91	High school graduate	Parent Education	9	61903	937805	13	0.76	9.85	68.94	20.45	132.0	52.27	45.45	2.27	74.24	23.48	2.27	61.36	35.61	3.03	El Dorado	Lake Tahoe Unified	South Tahoe High	96150	1373866.5
7064	91	High school graduate	Parent Education	9	61903	6005540	5	2.56	10.26	74.36	12.82	39.0	61.54	35.9	2.56	69.23	28.21	2.56	56.41	41.03	2.56	El Dorado	Lake Tahoe Unified	Bijou Community	96150	1373866.5
7065	91	High school graduate	Parent Education	9	61903	6005540	13	2.56	10.26	74.36	12.82	39.0	61.54	35.9	2.56	69.23	28.21	2.56	56.41	41.03	2.56	El Dorado	Lake Tahoe Unified	Bijou Community	96150	1373866.5
7066	91	High school graduate	Parent Education	9	61903	6005565	8	0.93	14.02	65.42	19.63	107.0	48.11	48.11	3.77	58.49	38.68	2.83	53.77	41.51	4.72	El Dorado	Lake Tahoe Unified	South Tahoe Middle	96150	1373866.5
7067	91	High school graduate	Parent Education	9	61903	6005565	13	0.93	14.02	65.42	19.63	107.0	48.11	48.11	3.77	58.49	38.68	2.83	53.77	41.51	4.72	El Dorado	Lake Tahoe Unified	South Tahoe Middle	96150	1373866.5
7068	91	High school graduate	Parent Education	9	61903	6005573	5	0.0	20.69	58.62	20.69	29.0	58.62	41.38	0.0	58.62	41.38	0.0	31.03	62.07	6.9	El Dorado	Lake Tahoe Unified	Tahoe Valley Elementary	96150	1373866.5
7069	91	High school graduate	Parent Education	9	61903	6005573	13	0.0	20.69	58.62	20.69	29.0	58.62	41.38	0.0	58.62	41.38	0.0	31.03	62.07	6.9	El Dorado	Lake Tahoe Unified	Tahoe Valley Elementary	96150	1373866.5
7070	91	High school graduate	Parent Education	9	61903	6095301	5	2.86	11.43	71.43	14.29	35.0	48.57	48.57	2.86	45.71	48.57	5.71	51.43	48.57	0.0	El Dorado	Lake Tahoe Unified	Sierra House Elementary	96150	1373866.5
7071	91	High school graduate	Parent Education	9	61903	6095301	13	2.86	11.43	71.43	14.29	35.0	48.57	48.57	2.86	45.71	48.57	5.71	51.43	48.57	0.0	El Dorado	Lake Tahoe Unified	Sierra House Elementary	96150	1373866.5
7074	91	High school graduate	Parent Education	11	10116	124909	13	0.0	0.0	76.92	23.08	13.0	76.92	23.08	0.0	69.23	30.77	0.0	61.54	38.46	0.0	Glenn	Walden Academy	Walden Academy	95988	708793.0
7080	91	High school graduate	Parent Education	11	62661	1132851	11	0.0	9.38	65.63	25.0	32.0	65.63	34.38	0.0	59.38	40.63	0.0	65.63	34.38	0.0	Glenn	Willows Unified	Willows High	95988	708793.0
7081	91	High school graduate	Parent Education	11	62661	1132851	12	0.0	14.29	64.29	21.43	28.0	50.0	46.43	3.57	57.14	42.86	0.0	35.71	53.57	10.71	Glenn	Willows Unified	Willows High	95988	708793.0
7082	91	High school graduate	Parent Education	11	62661	1132851	13	0.0	11.67	65.0	23.33	60.0	58.33	40.0	1.67	58.33	41.67	0.0	51.67	43.33	5.0	Glenn	Willows Unified	Willows High	95988	708793.0
7083	91	High school graduate	Parent Education	11	62661	6007603	5	5.41	10.81	62.16	21.62	37.0	54.05	40.54	5.41	51.35	43.24	5.41	54.05	40.54	5.41	Glenn	Willows Unified	Murdock Elementary	95988	708793.0
7084	91	High school graduate	Parent Education	11	62661	6007603	13	5.41	10.81	62.16	21.62	37.0	54.05	40.54	5.41	51.35	43.24	5.41	54.05	40.54	5.41	Glenn	Willows Unified	Murdock Elementary	95988	708793.0
7085	91	High school graduate	Parent Education	11	62661	6007611	8	0.0	7.69	58.97	33.33	39.0	61.54	38.46	0.0	84.62	15.38	0.0	66.67	30.77	2.56	Glenn	Willows Unified	Willows Intermediate	95988	708793.0
7086	91	High school graduate	Parent Education	11	62661	6007611	13	0.0	7.69	58.97	33.33	39.0	61.54	38.46	0.0	84.62	15.38	0.0	66.67	30.77	2.56	Glenn	Willows Unified	Willows Intermediate	95988	708793.0
7089	91	High school graduate	Parent Education	18	64089	1831601	13	0.0	16.67	75.0	8.33	12.0	41.67	58.33	0.0	58.33	41.67	0.0	33.33	50.0	16.67	Lassen	Big Valley Joint Unified	Big Valley Jr. Sr. High	96009	863847.5
7096	91	High school graduate	Parent Education	18	64162	6010763	13	0.0	29.41	58.82	11.76	17.0	23.53	76.47	0.0	23.53	76.47	0.0	35.29	64.71	0.0	Lassen	Long Valley Charter	Long Valley Charter	96109	1745121.5
7099	91	High school graduate	Parent Education	18	64188	6010805	13	6.25	18.75	56.25	18.75	16.0	43.75	50.0	6.25	37.5	56.25	6.25	62.5	31.25	6.25	Lassen	Shaffer Union Elementary	Shaffer Elementary	96117	2420216.0
7121	91	High school graduate	Parent Education	25	73585	2535409	12	0.0	0.0	46.67	53.33	15.0	73.33	26.67	0.0	93.33	6.67	0.0	60.0	40.0	0.0	Modoc	Modoc Joint Unified	Modoc High	96101	596293.5
7122	91	High school graduate	Parent Education	25	73585	2535409	13	0.0	0.0	46.67	53.33	15.0	73.33	26.67	0.0	93.33	6.67	0.0	60.0	40.0	0.0	Modoc	Modoc Joint Unified	Modoc High	96101	596293.5
7123	91	High school graduate	Parent Education	25	73585	6025845	5	0.0	9.52	76.19	14.29	21.0	71.43	23.81	4.76	61.9	33.33	4.76	42.86	57.14	0.0	Modoc	Modoc Joint Unified	Alturas Elementary	96101	596293.5
7124	91	High school graduate	Parent Education	25	73585	6025845	13	0.0	9.52	76.19	14.29	21.0	71.43	23.81	4.76	61.9	33.33	4.76	42.86	57.14	0.0	Modoc	Modoc Joint Unified	Alturas Elementary	96101	596293.5
7125	91	High school graduate	Parent Education	25	73585	6058697	8	0.0	15.38	76.92	7.69	13.0	30.77	61.54	7.69	61.54	38.46	0.0	30.77	61.54	7.69	Modoc	Modoc Joint Unified	Modoc Middle	96101	596293.5
7126	91	High school graduate	Parent Education	25	73585	6058697	13	0.0	15.38	76.92	7.69	13.0	30.77	61.54	7.69	61.54	38.46	0.0	30.77	61.54	7.69	Modoc	Modoc Joint Unified	Modoc Middle	96101	596293.5
7132	91	High school graduate	Parent Education	45	70169	137117	13	0.0	27.27	72.73	0.0	11.0	18.18	72.73	9.09	36.36	63.64	0.0	45.45	54.55	0.0	Shasta	New Day Academy	New Day Academy	96101	596293.5
7148	91	High school graduate	Parent Education	31	66944	106807	8	4.35	17.39	69.57	8.7	23.0	39.13	56.52	4.35	43.48	43.48	13.04	34.78	47.83	17.39	Placer	Tahoe-Truckee Unified	Alder Creek Middle	96161	875819.0
7149	91	High school graduate	Parent Education	31	66944	106807	13	4.35	17.39	69.57	8.7	23.0	39.13	56.52	4.35	43.48	43.48	13.04	34.78	47.83	17.39	Placer	Tahoe-Truckee Unified	Alder Creek Middle	96161	875819.0
7159	91	High school graduate	Parent Education	31	66944	3138500	10	0.0	31.82	63.64	4.55	22.0	22.73	68.18	9.09	27.27	68.18	4.55	13.64	81.82	4.55	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
7160	91	High school graduate	Parent Education	31	66944	3138500	11	0.0	5.0	85.0	10.0	20.0	60.0	40.0	0.0	70.0	30.0	0.0	50.0	50.0	0.0	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
7161	91	High school graduate	Parent Education	31	66944	3138500	12	0.0	11.11	72.22	16.67	18.0	27.78	72.22	0.0	55.56	44.44	0.0	50.0	44.44	5.56	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
7162	91	High school graduate	Parent Education	31	66944	3138500	13	0.0	16.67	73.33	10.0	60.0	36.67	60.0	3.33	50.0	48.33	1.67	36.67	60.0	3.33	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
7165	91	High school graduate	Parent Education	31	66944	6031322	5	0.0	8.7	78.26	13.04	23.0	73.91	26.09	0.0	52.17	47.83	0.0	52.17	43.48	4.35	Placer	Tahoe-Truckee Unified	Truckee Elementary	96161	875819.0
7166	91	High school graduate	Parent Education	31	66944	6031322	13	0.0	8.7	78.26	13.04	23.0	73.91	26.09	0.0	52.17	47.83	0.0	52.17	43.48	4.35	Placer	Tahoe-Truckee Unified	Truckee Elementary	96161	875819.0
7169	91	High school graduate	Parent Education	32	66969	3235603	8	0.0	9.09	81.82	9.09	11.0	36.36	54.55	9.09	54.55	45.45	0.0	63.64	27.27	9.09	Plumas	Plumas Unified	Portola Junior/Senior High	96122	1283357.0
7170	91	High school graduate	Parent Education	32	66969	3235603	13	0.0	9.09	81.82	9.09	11.0	36.36	54.55	9.09	54.55	45.45	0.0	63.64	27.27	9.09	Plumas	Plumas Unified	Portola Junior/Senior High	96122	1283357.0
7171	91	High school graduate	Parent Education	32	66969	6110308	5	0.0	0.0	64.71	35.29	17.0	58.82	41.18	0.0	76.47	23.53	0.0	88.24	11.76	0.0	Plumas	Plumas Unified	C. Roy Carmichael Elementary	96122	1283357.0
7172	91	High school graduate	Parent Education	32	66969	6110308	13	0.0	0.0	64.71	35.29	17.0	58.82	41.18	0.0	76.47	23.53	0.0	88.24	11.76	0.0	Plumas	Plumas Unified	C. Roy Carmichael Elementary	96122	1283357.0
7197	91	High school graduate	Parent Education	45	70110	6050488	13	0.0	6.67	66.67	26.67	15.0	40.0	60.0	0.0	80.0	20.0	0.0	73.33	26.67	0.0	Shasta	Redding Elementary	Juniper	96001	654232.0
7198	91	High school graduate	Parent Education	45	70110	6050512	5	9.09	27.27	63.64	0.0	11.0	18.18	54.55	27.27	27.27	63.64	9.09	36.36	45.45	18.18	Shasta	Redding Elementary	Manzanita Elementary	96001	654232.0
7199	91	High school graduate	Parent Education	45	70110	6050512	13	9.09	27.27	63.64	0.0	11.0	18.18	54.55	27.27	27.27	63.64	9.09	36.36	45.45	18.18	Shasta	Redding Elementary	Manzanita Elementary	96001	654232.0
7200	91	High school graduate	Parent Education	45	70110	6050520	8	6.25	6.25	59.38	28.13	32.0	43.75	50.0	6.25	46.88	43.75	9.38	50.0	43.75	6.25	Shasta	Redding Elementary	Sequoia Middle	96001	654232.0
7201	91	High school graduate	Parent Education	45	70110	6050520	13	6.25	6.25	59.38	28.13	32.0	43.75	50.0	6.25	46.88	43.75	9.38	50.0	43.75	6.25	Shasta	Redding Elementary	Sequoia Middle	96001	654232.0
7211	91	High school graduate	Parent Education	45	70136	4530200	11	0.0	4.76	47.62	47.62	21.0	66.67	33.33	0.0	80.95	19.05	0.0	76.19	23.81	0.0	Shasta	Shasta Union High	Pioneer Continuation High	96001	654232.0
7213	91	High school graduate	Parent Education	45	70136	4530200	13	0.0	7.69	38.46	53.85	26.0	69.23	30.77	0.0	80.77	19.23	0.0	76.92	23.08	0.0	Shasta	Shasta Union High	Pioneer Continuation High	96001	654232.0
7222	91	High school graduate	Parent Education	45	70136	4537304	11	0.0	16.67	50.0	33.33	36.0	36.11	61.11	2.78	58.33	38.89	2.78	58.33	41.67	0.0	Shasta	Shasta Union High	Shasta High	96001	654232.0
7224	91	High school graduate	Parent Education	45	70136	4537304	13	0.0	16.67	50.0	33.33	36.0	36.11	61.11	2.78	58.33	38.89	2.78	58.33	41.67	0.0	Shasta	Shasta Union High	Shasta High	96001	654232.0
7239	91	High school graduate	Parent Education	45	69948	6117857	13	8.33	16.67	66.67	8.33	12.0	16.67	75.0	8.33	66.67	33.33	0.0	50.0	33.33	16.67	Shasta	Columbia Elementary	Mountain View Middle	96003	462127.0
7240	91	High school graduate	Parent Education	45	69971	6111470	5	20.0	13.33	53.33	13.33	15.0	40.0	46.67	13.33	53.33	20.0	26.67	40.0	46.67	13.33	Shasta	Enterprise Elementary	Boulder Creek Elementary	96003	462127.0
7241	91	High school graduate	Parent Education	45	69971	6111470	8	0.0	0.0	63.64	36.36	11.0	63.64	36.36	0.0	72.73	27.27	0.0	72.73	27.27	0.0	Shasta	Enterprise Elementary	Boulder Creek Elementary	96003	462127.0
7242	91	High school graduate	Parent Education	45	69971	6111470	13	11.54	7.69	57.69	23.08	26.0	50.0	42.31	7.69	61.54	23.08	15.38	53.85	38.46	7.69	Shasta	Enterprise Elementary	Boulder Creek Elementary	96003	462127.0
7243	91	High school graduate	Parent Education	45	70110	6101612	5	0.0	20.0	60.0	20.0	20.0	65.0	30.0	5.0	60.0	35.0	5.0	45.0	55.0	0.0	Shasta	Redding Elementary	Turtle Bay	96003	462127.0
7245	91	High school graduate	Parent Education	45	70110	6101612	13	0.0	17.24	55.17	27.59	29.0	62.07	31.03	6.9	68.97	27.59	3.45	55.17	44.83	0.0	Shasta	Redding Elementary	Turtle Bay	96003	462127.0
7252	91	High school graduate	Parent Education	45	75267	4530101	13	0.0	0.0	72.73	27.27	11.0	54.55	45.45	0.0	81.82	18.18	0.0	72.73	27.27	0.0	Shasta	Gateway Unified	Gateway Educational Options	96003	462127.0
7255	91	High school graduate	Parent Education	45	75267	6050090	5	4.35	8.7	39.13	47.83	23.0	78.26	17.39	4.35	69.57	26.09	4.35	73.91	21.74	4.35	Shasta	Gateway Unified	Buckeye School of the Arts	96003	462127.0
7256	91	High school graduate	Parent Education	45	75267	6050090	8	6.67	0.0	53.33	40.0	15.0	66.67	26.67	6.67	73.33	20.0	6.67	80.0	13.33	6.67	Shasta	Gateway Unified	Buckeye School of the Arts	96003	462127.0
7257	91	High school graduate	Parent Education	45	75267	6050090	13	5.26	5.26	44.74	44.74	38.0	73.68	21.05	5.26	71.05	23.68	5.26	76.32	18.42	5.26	Shasta	Gateway Unified	Buckeye School of the Arts	96003	462127.0
7258	91	High school graduate	Parent Education	45	69856	4530028	12	0.0	7.69	61.54	30.77	26.0	61.54	38.46	0.0	69.23	30.77	0.0	53.85	42.31	3.85	Shasta	Anderson Union High	West Valley High	96022	871132.5
7259	91	High school graduate	Parent Education	45	69856	4530028	13	0.0	7.69	61.54	30.77	26.0	61.54	38.46	0.0	69.23	30.77	0.0	53.85	42.31	3.85	Shasta	Anderson Union High	West Valley High	96022	871132.5
7262	91	High school graduate	Parent Education	45	69955	121640	13	25.0	18.75	56.25	0.0	16.0	18.75	68.75	12.5	25.0	43.75	31.25	25.0	50.0	25.0	Shasta	Cottonwood Creek Charter	Cottonwood Creek Charter	96022	871132.5
7263	91	High school graduate	Parent Education	45	69955	6050207	5	5.41	10.81	64.86	18.92	37.0	45.95	48.65	5.41	43.24	48.65	8.11	48.65	45.95	5.41	Shasta	Cottonwood Union Elementary	West Cottonwood Junior High	96022	871132.5
7264	91	High school graduate	Parent Education	45	69955	6050207	8	3.85	15.38	61.54	19.23	26.0	46.15	46.15	7.69	38.46	57.69	3.85	53.85	26.92	19.23	Shasta	Cottonwood Union Elementary	West Cottonwood Junior High	96022	871132.5
7265	91	High school graduate	Parent Education	45	69955	6050207	13	4.76	12.7	63.49	19.05	63.0	46.03	47.62	6.35	41.27	52.38	6.35	50.79	38.1	11.11	Shasta	Cottonwood Union Elementary	West Cottonwood Junior High	96022	871132.5
7269	91	High school graduate	Parent Education	52	71522	6111629	5	7.69	30.77	50.0	11.54	26.0	26.92	57.69	15.38	46.15	42.31	11.54	30.77	65.38	3.85	Tehama	Evergreen Union	Evergreen Middle	96022	871132.5
7270	91	High school graduate	Parent Education	52	71522	6111629	8	6.25	12.5	68.75	12.5	32.0	43.75	46.88	9.38	53.13	43.75	3.13	43.75	43.75	12.5	Tehama	Evergreen Union	Evergreen Middle	96022	871132.5
7271	91	High school graduate	Parent Education	52	71522	6111629	13	6.9	20.69	60.34	12.07	58.0	36.21	51.72	12.07	50.0	43.1	6.9	37.93	53.45	8.62	Tehama	Evergreen Union	Evergreen Middle	96022	871132.5
7282	91	High school graduate	Parent Education	45	69856	4530804	10	4.55	13.64	72.73	9.09	22.0	18.18	81.82	0.0	36.36	54.55	9.09	36.36	54.55	9.09	Shasta	Anderson Union High	Anderson High	96007	939198.5
7283	91	High school graduate	Parent Education	45	69856	4530804	11	0.0	8.7	82.61	8.7	23.0	30.43	69.57	0.0	56.52	43.48	0.0	34.78	60.87	4.35	Shasta	Anderson Union High	Anderson High	96007	939198.5
7284	91	High school graduate	Parent Education	45	69856	4530804	12	4.17	16.67	54.17	25.0	24.0	33.33	66.67	0.0	66.67	25.0	8.33	50.0	37.5	12.5	Shasta	Anderson Union High	Anderson High	96007	939198.5
7285	91	High school graduate	Parent Education	45	69856	4530804	13	2.9	13.04	69.57	14.49	69.0	27.54	72.46	0.0	53.62	40.58	5.8	40.58	50.72	8.7	Shasta	Anderson Union High	Anderson High	96007	939198.5
7290	91	High school graduate	Parent Education	45	69914	6050124	5	0.0	18.18	72.73	9.09	11.0	54.55	45.45	0.0	45.45	54.55	0.0	72.73	27.27	0.0	Shasta	Cascade Union Elementary	Anderson Middle	96007	939198.5
7291	91	High school graduate	Parent Education	45	69914	6050124	8	2.04	10.2	59.18	28.57	49.0	55.1	38.78	6.12	59.18	38.78	2.04	59.18	38.78	2.04	Shasta	Cascade Union Elementary	Anderson Middle	96007	939198.5
7292	91	High school graduate	Parent Education	45	69914	6050124	13	1.67	11.67	61.67	25.0	60.0	55.0	40.0	5.0	56.67	41.67	1.67	61.67	36.67	1.67	Shasta	Cascade Union Elementary	Anderson Middle	96007	939198.5
7293	91	High school graduate	Parent Education	45	69914	6050132	5	4.76	4.76	66.67	23.81	21.0	61.9	28.57	9.52	66.67	28.57	4.76	57.14	38.1	4.76	Shasta	Cascade Union Elementary	Anderson Heights Elementary	96007	939198.5
7294	91	High school graduate	Parent Education	45	69914	6050132	13	4.76	4.76	66.67	23.81	21.0	61.9	28.57	9.52	66.67	28.57	4.76	57.14	38.1	4.76	Shasta	Cascade Union Elementary	Anderson Heights Elementary	96007	939198.5
7301	91	High school graduate	Parent Education	45	70011	6050348	8	9.09	0.0	63.64	27.27	11.0	72.73	18.18	9.09	72.73	27.27	0.0	81.82	0.0	18.18	Shasta	Happy Valley Union Elementary	Happy Valley Elementary	96007	939198.5
7302	91	High school graduate	Parent Education	45	70011	6050348	13	6.67	0.0	66.67	26.67	15.0	73.33	20.0	6.67	66.67	33.33	0.0	80.0	6.67	13.33	Shasta	Happy Valley Union Elementary	Happy Valley Elementary	96007	939198.5
7308	91	High school graduate	Parent Education	45	70169	129957	13	8.33	0.0	66.67	25.0	12.0	58.33	33.33	8.33	50.0	41.67	8.33	66.67	25.0	8.33	Shasta	Northern Summit Academy	Northern Summit Academy	96007	939198.5
7309	91	High school graduate	Parent Education	45	69872	6050074	5	0.0	9.09	63.64	27.27	11.0	54.55	36.36	9.09	72.73	27.27	0.0	63.64	36.36	0.0	Shasta	Bella Vista Elementary	Bella Vista Elementary	96008	1391729.0
7311	91	High school graduate	Parent Education	45	69872	6050074	13	0.0	20.0	55.0	25.0	20.0	40.0	55.0	5.0	60.0	40.0	0.0	55.0	35.0	10.0	Shasta	Bella Vista Elementary	Bella Vista Elementary	96008	1391729.0
7327	91	High school graduate	Parent Education	45	69971	135848	13	0.0	16.67	72.22	11.11	18.0	22.22	66.67	11.11	38.89	61.11	0.0	33.33	66.67	0.0	Shasta	Enterprise Elementary	Redding Collegiate Academy	96002	691116.0
7330	91	High school graduate	Parent Education	45	69971	6050215	5	0.0	30.77	53.85	15.38	13.0	46.15	38.46	15.38	30.77	61.54	7.69	46.15	53.85	0.0	Shasta	Enterprise Elementary	Alta Mesa Elementary	96002	691116.0
7331	91	High school graduate	Parent Education	45	69971	6050215	13	0.0	30.77	53.85	15.38	13.0	46.15	38.46	15.38	30.77	61.54	7.69	46.15	53.85	0.0	Shasta	Enterprise Elementary	Alta Mesa Elementary	96002	691116.0
7332	91	High school graduate	Parent Education	45	69971	6050223	5	5.88	17.65	47.06	29.41	17.0	52.94	35.29	11.76	41.18	52.94	5.88	41.18	47.06	11.76	Shasta	Enterprise Elementary	Lassen View Elementary	96002	691116.0
7333	91	High school graduate	Parent Education	45	69971	6050223	13	5.88	17.65	47.06	29.41	17.0	52.94	35.29	11.76	41.18	52.94	5.88	41.18	47.06	11.76	Shasta	Enterprise Elementary	Lassen View Elementary	96002	691116.0
7334	91	High school graduate	Parent Education	45	69971	6050231	5	14.29	21.43	57.14	7.14	14.0	21.43	64.29	14.29	35.71	35.71	28.57	14.29	85.71	0.0	Shasta	Enterprise Elementary	Mistletoe Elementary	96002	691116.0
7335	91	High school graduate	Parent Education	45	69971	6050231	8	0.0	8.33	75.0	16.67	12.0	41.67	50.0	8.33	83.33	16.67	0.0	50.0	50.0	0.0	Shasta	Enterprise Elementary	Mistletoe Elementary	96002	691116.0
7336	91	High school graduate	Parent Education	45	69971	6050231	13	7.69	15.38	65.38	11.54	26.0	30.77	57.69	11.54	57.69	26.92	15.38	30.77	69.23	0.0	Shasta	Enterprise Elementary	Mistletoe Elementary	96002	691116.0
7337	91	High school graduate	Parent Education	45	69971	6050249	8	1.67	25.0	53.33	20.0	60.0	41.67	50.0	8.33	46.67	48.33	5.0	45.0	46.67	8.33	Shasta	Enterprise Elementary	Parsons Junior High	96002	691116.0
7338	91	High school graduate	Parent Education	45	69971	6050249	13	1.67	25.0	53.33	20.0	60.0	41.67	50.0	8.33	46.67	48.33	5.0	45.0	46.67	8.33	Shasta	Enterprise Elementary	Parsons Junior High	96002	691116.0
7339	91	High school graduate	Parent Education	45	69971	6050256	5	0.0	10.53	73.68	15.79	19.0	42.11	57.89	0.0	63.16	36.84	0.0	57.89	42.11	0.0	Shasta	Enterprise Elementary	Rother Elementary	96002	691116.0
7340	91	High school graduate	Parent Education	45	69971	6050256	13	0.0	10.53	73.68	15.79	19.0	42.11	57.89	0.0	63.16	36.84	0.0	57.89	42.11	0.0	Shasta	Enterprise Elementary	Rother Elementary	96002	691116.0
7341	91	High school graduate	Parent Education	45	69971	6050264	5	5.26	15.79	57.89	21.05	19.0	57.89	42.11	0.0	47.37	42.11	10.53	57.89	31.58	10.53	Shasta	Enterprise Elementary	Shasta Meadows Elementary	96002	691116.0
7342	91	High school graduate	Parent Education	45	69971	6050264	13	5.26	15.79	57.89	21.05	19.0	57.89	42.11	0.0	47.37	42.11	10.53	57.89	31.58	10.53	Shasta	Enterprise Elementary	Shasta Meadows Elementary	96002	691116.0
7343	91	High school graduate	Parent Education	45	70094	6050447	5	8.33	0.0	50.0	41.67	12.0	66.67	33.33	0.0	83.33	8.33	8.33	75.0	25.0	0.0	Shasta	Pacheco Union Elementary	Pacheco Elementary	96002	691116.0
